image_name,entity_name,expected_value,extracted_value
71T2r3Q3MsL.jpg,item_weight,330.0 pound,No match found
71E5gwO9VlL.jpg,item_weight,14.0 gram,No match found
81gtzl-n4RL.jpg,item_weight,2.7 gram,No match found
714E1rkmJdS.jpg,item_weight,"[5.0, 11.0] kilogram",No match found
61uRP9TrzgL.jpg,item_weight,"[5.0, 11.0] kilogram",No match found
71BIrL6v+-L.jpg,item_weight,20.7 kilogram,No match found
716qUzSp+GL.jpg,item_weight,6.0 gram,No match found
81QaHqJlk4L.jpg,item_volume,100.0 litre,No match found
71mTAlTYPkL.jpg,item_volume,1913.0 decilitre,No match found
71b587Q02qL.jpg,item_volume,100.0 millilitre,No match found
61J5YmUIJaL.jpg,item_weight,26.0 gram,No match found
61raKHGO6wL.jpg,item_weight,0.41 kilogram,No match found
71OTlklzaqL.jpg,item_weight,0.7 kilogram,0.7kg
81QhmfP1KuL.jpg,item_weight,500.0 milligram,No match found
71WmBRfDgpL.jpg,item_weight,87 gram,No match found
51MtXM9EthL.jpg,item_weight,500 gram,500 Gram
41ixUvO0yyL.jpg,item_weight,789 gram,No match found
81KksDySJJS.jpg,item_weight,45 gram,No match found
61lOJAhbcIL.jpg,item_weight,250 gram,No match found
61hVqgi+7VL.jpg,item_weight,250 gram,250 g
61QbBZkLnfL.jpg,item_weight,250 gram,No match found
515BZIVCpcL.jpg,item_weight,250 gram,No match found
71afq2Kye7L.jpg,item_weight,3.5 pound,No match found
81EXdLS8h-L.jpg,item_weight,3.5 pound,No match found
81izMNELoEL.jpg,item_weight,3.5 pound,No match found
61T+RG7U+rL.jpg,item_weight,200.0 gram,200 G
41v3PeFdxNL.jpg,item_weight,7 gram,No match found
710W9hYK+wL.jpg,item_weight,5.1 pound,No match found
51Cd+lg-fRL.jpg,voltage,7.2 volt,No match found
61EDDQy6oCL.jpg,item_weight,6.04 ounce,6.04 Ounce
81DyBOeniPL.jpg,item_weight,180.0 gram,No match found
71hbj+z9snL.jpg,item_weight,15.0 gram,No match found
71mTcuXaSkL.jpg,item_weight,33.0 gram,No match found
61TojWY-C4L.jpg,item_weight,150.0 gram,150g
616VlaROYVL.jpg,item_weight,1500.0 milligram,No match found
81qglRJsSCL.jpg,item_weight,100.0 milligram,No match found
81Z5pJ+KdQL.jpg,item_weight,300.0 milligram,300 m
81ugxtysqwL.jpg,item_weight,1500.0 milligram,No match found
71ow+wr-WxL.jpg,item_weight,75.0 microgram,No match found
71Qyb84P7pL.jpg,item_weight,75.0 microgram,No match found
51vKOZrUuWL.jpg,item_weight,124.0 gram,124g
714N8ChLW2L.jpg,item_weight,30.8 pound,No match found
81tyRejHAoL.jpg,item_weight,88.0 gram,No match found
61Q1WniHY7L.jpg,wattage,30.0 watt,No match found
612blo+TdmL.jpg,wattage,100.0 watt,No match found
7156NqPf4UL.jpg,wattage,100.0 watt,No match found
71W-7z79UXL.jpg,item_weight,500.0 gram,500g
71OEmk050TL.jpg,voltage,48.0 volt,No match found
71GplQHvFHL.jpg,voltage,5.0 volt,No match found
41ox7q1GfeS.jpg,item_weight,1.1 kilogram,No match found
71XofISRPKL.jpg,item_weight,335.0 gram,No match found
81XQQ9GZ6JL.jpg,item_weight,300.0 gram,No match found
81DHNf2tAqL.jpg,item_weight,1000.0 kilogram,0 KG
713jzNEUB-L.jpg,item_weight,15.0 kilogram,No match found
919iohKOj3L.jpg,wattage,6.0 watt,No match found
919iohKOj3L.jpg,voltage,30.0 volt,No match found
51srFClApSS.jpg,item_weight,90.0 gram,No match found
812nFRKc3ZL.jpg,item_weight,14.0 kilogram,No match found
71ol5lnXxEL.jpg,item_weight,1000.0 gram,No match found
416elBjUq+L.jpg,item_weight,80.0 gram,No match found
71xiI3nSZXL.jpg,item_weight,260 gram,260g
81BBTJ2EKQL.jpg,item_weight,100 gram,100G
61jL314WH-L.jpg,maximum_weight_recommendation,25 kilogram,25 Kg
61tbe7Mv9gL.jpg,maximum_weight_recommendation,10 kilogram to 25 kilogram,No match found
71oH5VSC0SL.jpg,item_weight,300 gram,No match found
619cPZMqL7L.jpg,item_weight,3 gram,No match found
71dLgqAP2oL.jpg,item_weight,3 gram,No match found
71bhljDcpCL.jpg,item_weight,2.25 gram,No match found
91PpW85bF2L.jpg,item_weight,200 gram,No match found
51vQP-j5FCL.jpg,item_weight,250 gram,250g
61BUjgmlyJL.jpg,item_weight,500 gram,500 GRAM
618l4mIrQ-L.jpg,item_weight,20 kilogram,20kg
31vXMcB9+oL.jpg,item_weight,100 gram,No match found
61B7TGhqTBL.jpg,item_weight,1 gram,No match found
712e3Ow6vHL.jpg,item_weight,20.0 gram,No match found
51YfTCUszCL.jpg,item_weight,15.5 gram,No match found
51YfTCUszCL.jpg,depth,20.5 centimetre,No match found
61ZbG2IrjEL.jpg,item_weight,23.0 gram,No match found
81TTiqQu4CL.jpg,item_weight,4.5 gram,4.5g
512o5+oehqL.jpg,wattage,1080.0 horsepower,No match found
81d3G1swzjL.jpg,item_weight,14 kilogram,No match found
81VgtZjprtL.jpg,item_weight,14 kilogram,No match found
51Mdsk5W9KL.jpg,item_weight,9 gram,No match found
81XSbNecTKL.jpg,item_weight,320 gram,No match found
71TZDC-+1+L.jpg,item_weight,5.8 gram,No match found
71vRukoFT3L.jpg,item_weight,5.8 gram,5.8G
51NUferrVrL.jpg,item_weight,0.0 pound,No match found
61JI3Ux9fkL.jpg,item_weight,2.0 gram,No match found
61SidPhzVeL.jpg,wattage,750.0 watt,No match found
61Aky4kqZjL.jpg,wattage,750.0 watt,No match found
61Aky4kqZjL.jpg,voltage,220.0 volt,No match found
61HF-lj-xxL.jpg,item_weight,125.0 gram,No match found
615zQrb2jnL.jpg,item_weight,1688.0 gram,No match found
61ZCwCtSyYL.jpg,maximum_weight_recommendation,10 kilogram,10kg
81uget9aH4L.jpg,item_weight,470 gram,No match found
91QvLtiYaBL.jpg,item_weight,454 gram,No match found
81lazo6sxlL.jpg,item_weight,4.0 ounce,No match found
81fYO+HP5QL.jpg,voltage,0.5 volt,No match found
91a0S3O4vjL.jpg,item_weight,1023.0 gram,No match found
91EGQ9c8ZKL.jpg,item_weight,1023.0 gram,No match found
81L97-vmovL.jpg,item_weight,1023.0 gram,No match found
61OY6I21l2L.jpg,item_weight,1.0 kilogram,No match found
61oE2AbTBJL.jpg,item_weight,4.3 gram,43 g
61IycVGaGYL.jpg,wattage,1.5 watt,No match found
81UUjhSL3hL.jpg,item_volume,29.0 litre,No match found
91rg-a-2KLL.jpg,item_weight,28.0 gram,No match found
61pbZX8RWOL.jpg,item_weight,0.56 kilogram,0.56 kg
61J3MWhOgkL.jpg,voltage,"[110.0, 120.0] volt",No match found
712SjLhzLjL.jpg,item_weight,48.5 pound,48.5 L
91uasSuDsPL.jpg,wattage,5.0 watt,No match found
61+9ydEPoUL.jpg,item_weight,340.0 gram,No match found
71FNkB0z0oL.jpg,item_weight,1.0 pound,No match found
815v8KW9I5L.jpg,item_weight,1.9 ounce,No match found
61pRSkSyrRL.jpg,item_weight,0.0 gram,No match found
61IGXibQJ7L.jpg,item_weight,170.0 gram,No match found
61pZJrFLlJL.jpg,wattage,18.0 watt,No match found
61pZJrFLlJL.jpg,voltage,"[220.0, 240.0] volt",No match found
6157bXX60ZL.jpg,wattage,18.0 watt,No match found
A1PQf0EkwGL.jpg,item_weight,500.0 gram,No match found
81MYup14oCL.jpg,item_weight,"[1.0, 2.0] ounce",No match found
41l56m8szkL.jpg,item_weight,1.0 ounce,No match found
61SpC5WTqbL.jpg,wattage,1.0 watt,No match found
61djLYFdToL.jpg,item_weight,440.0 gram,No match found
71ZacuHPHZL.jpg,item_weight,"[0.0, 5.0] kilogram",No match found
7195HI0YTAL.jpg,wattage,60.0 watt,No match found
7195HI0YTAL.jpg,voltage,"[110.0, 240.0] volt",No match found
51+LEueO6CL.jpg,item_volume,32.0 fluid ounce,No match found
714BQnts3aL.jpg,item_weight,8.0 kilogram,No match found
61Ew-XV+XvL.jpg,item_weight,"[2003.0, 2015.0] gram",No match found
71VRNz+xdoL.jpg,item_weight,28.0 gram,No match found
81bh8V1E5RL.jpg,item_weight,28.0 gram,No match found
81ltdzAXYeL.jpg,item_weight,28.0 gram,No match found
71CwP3MDK7L.jpg,item_weight,28.0 gram,No match found
81lDNT696WL.jpg,item_weight,28.0 gram,No match found
81lPV8WdPrL.jpg,item_weight,28.0 gram,No match found
81+wdVmkRML.jpg,item_weight,28.0 gram,No match found
61lRU47uDOL.jpg,item_weight,1200.0 milligram,200m
61iIIIJgG4L.jpg,item_weight,14.4 gram,14.4G
71pf6ScB6FL.jpg,item_weight,2.64 pound,2.64l
51n+S9E2EqL.jpg,item_weight,479.0 gram,No match found
61IpSN+6D+L.jpg,item_weight,7.2 gram,7.2g
51RC2aljehL.jpg,item_volume,200.0 millilitre,No match found
61mUjf8sIOL.jpg,item_volume,200.0 millilitre,200 m
61mXWwwuPDL.jpg,item_volume,200.0 millilitre,No match found
71upK248nIL.jpg,item_weight,8.0 gram,No match found
71k2aqkwBxL.jpg,item_weight,65.0 gram,No match found
71hjL1YabUL.jpg,item_weight,8.0 ounce,No match found
81G9UtMbsVL.jpg,item_weight,65.0 gram,No match found
71OlBG16YCL.jpg,item_weight,65.0 gram,No match found
81V-DVwBSrL.jpg,item_weight,0.0 gram,No match found
71A24t5jD9L.jpg,item_weight,3.3 pound,No match found
615JUgjdV9L.jpg,item_weight,44.8 gram,No match found
51PmNOrp99L.jpg,item_weight,19.3 gram,No match found
61SWDkMKBTL.jpg,item_weight,20.9 gram,20.9g
61FLrSjJQkL.jpg,voltage,12.0 volt,No match found
81l4+2gUN2L.jpg,item_volume,8.0 fluid ounce,No match found
81EYKmYozFL.jpg,item_volume,8.0 fluid ounce,No match found
71h54G+5RZL.jpg,wattage,60.0 watt,No match found
81yJRIOWHnL.jpg,wattage,100.0 watt,No match found
51tmU-3epiL.jpg,item_weight,2.0 gram,No match found
71S-DDhrNpL.jpg,item_weight,10.0 kilogram,No match found
716Grew8-dL.jpg,maximum_weight_recommendation,60.0 pound,No match found
71+tcjXooAL.jpg,item_weight,3.0 pound,No match found
71Nb8PoJZzL.jpg,item_weight,5 gram,No match found
71o3cW3xP1L.jpg,maximum_weight_recommendation,110 pound,No match found
61Ylq01Fj-L.jpg,item_weight,34 gram,No match found
81oFIUqa8iL.jpg,item_weight,1.5 kilogram,5 kg
71E2ZDxcHWL.jpg,item_weight,0.96 kilogram,0.96 KG
61PEAkAuauL.jpg,item_weight,50.0 gram,No match found
71oDcYi4n3L.jpg,item_weight,50.0 gram,No match found
512HzxZ+Z1L.jpg,item_weight,2.4 gram,2.4g
71yNA-pzlWL.jpg,item_weight,15.0 gram,No match found
71sFq5kPtEL.jpg,item_weight,180.0 gram,No match found
81t4pZ0BJsL.jpg,item_weight,5.5 ounce,No match found
71SF8GiKoWL.jpg,maximum_weight_recommendation,100 kilogram,100KG
315q+CFH0DL.jpg,item_weight,1.5 gram,No match found
61N8TzDVZ4L.jpg,item_weight,0.86 pound,No match found
81yD42C2EYL.jpg,item_volume,25.0 litre,No match found
71oZ0dk6OnL.jpg,item_weight,60.0 gram,No match found
71cdLQsruxL.jpg,item_weight,567.0 gram,No match found
81P9vG68I-L.jpg,item_weight,567.0 gram,No match found
817oAKg5-eL.jpg,item_weight,567.0 gram,No match found
71DNMGQjcHL.jpg,item_weight,567.0 gram,No match found
81abO+P69UL.jpg,item_weight,368.0 gram,No match found
61GNvP62caL.jpg,item_volume,0.4 litre,No match found
61FhaxH0JbL.jpg,item_weight,149.0 gram,No match found
61rd-43mVtL.jpg,item_weight,7.0 ounce,No match found
91tIJOPHajL.jpg,item_weight,2.82 ounce,No match found
51LKXHtbzbL.jpg,item_weight,9 gram,No match found
71J4uIxWu9L.jpg,item_weight,7 ounce,No match found
71sdvdmswnL.jpg,item_weight,58 gram,No match found
71a0ApQ91gL.jpg,item_weight,0.7 kilogram,0.7KG
71ppBZY0zEL.jpg,maximum_weight_recommendation,2.2 kilogram,No match found
61-Lg0R2lUS.jpg,item_weight,156.0 gram,No match found
81yHvneIdQL.jpg,maximum_weight_recommendation,3.0 ounce,No match found
41NH8WgeBOL.jpg,voltage,10.8 volt,No match found
91gkGOT35-L.jpg,item_weight,204.0 kilogram,No match found
91ADo5ndaEL.jpg,item_weight,1.8 gram,No match found
81tMCRwYZGL.jpg,item_weight,506.0 gram,No match found
715++LcNseL.jpg,item_weight,96.5 gram,No match found
61kdwY77JlL.jpg,wattage,70.0 watt,No match found
71zIii5y+hL.jpg,item_weight,201306.0 gram,No match found
71FKAb9pgXL.jpg,item_weight,3.0 gram,No match found
61T3P7KPJ0L.jpg,item_weight,2.0 pound,No match found
71lMmBP8kUL.jpg,item_volume,100.0 millilitre,No match found
71cEaPfB1pL.jpg,item_weight,3.0 pound,No match found
61ddzOv0rSL.jpg,item_weight,30.0 kilogram,No match found
81VUT9BMZ4L.jpg,item_weight,9.4 gram,9.4g
71ZqSLgEwAL.jpg,item_weight,25.0 gram,No match found
71Rw0rSKYyL.jpg,item_weight,25.0 gram,No match found
71c38TkEpgL.jpg,item_weight,11.25 kilogram,No match found
71mqkW7oHBL.jpg,item_weight,6.1 gram,No match found
51ZF71z4YNS.jpg,item_weight,16.8 gram,16.8g
81jZUqZAgGL.jpg,item_weight,28.0 gram,No match found
71u-oFZfdZL.jpg,wattage,240.0 watt,No match found
71XmYwRrjhL.jpg,wattage,240.0 watt,No match found
719rKIJHZvL.jpg,wattage,240.0 watt,No match found
71KDFqKkNnL.jpg,wattage,240.0 watt,No match found
71tWWgkVz4L.jpg,wattage,240.0 watt,No match found
61fraEsD2PL.jpg,item_weight,150.0 gram,No match found
61Enmrzq3TL.jpg,item_weight,150.0 gram,No match found
718jtb5KJOS.jpg,item_weight,1.0 ton,No match found
81fc-MLMqWL.jpg,item_weight,2.0 gram,No match found
51NDqQf2yXL.jpg,item_weight,1800.0 gram,No match found
81sD45OgTqL.jpg,item_weight,2.0 pound,No match found
61LLE5kWCJL.jpg,item_weight,20.0 gram,20.0 g
51sENedZESL.jpg,item_weight,13.0 gram,No match found
71MI+Cf60UL.jpg,item_weight,5.5 pound,No match found
71Bofj0amZL.jpg,item_weight,5.0 milligram,No match found
71-t9F5FtaL.jpg,item_weight,72.0 gram,No match found
61yH3Nsz4KL.jpg,item_weight,2 ounce,No match found
814tTe50zIL.jpg,maximum_weight_recommendation,860 pound,860 L
81A58hHr1mL.jpg,item_weight,50.0 gram,No match found
81SQvTLJ04L.jpg,item_weight,200 gram,No match found
816-h5BrlbL.jpg,item_weight,200 gram,No match found
81PO-s0lK8L.jpg,item_weight,200 gram,No match found
61ZSAo2NWKL.jpg,item_weight,37 kilogram,No match found
71jyxDNqXbL.jpg,item_weight,12.2 gram,No match found
61lE5VFIKVL.jpg,item_weight,80.0 milligram,No match found
61ePec-vqyL.jpg,item_weight,80.0 milligram,No match found
71c5E7K9b3L.jpg,item_weight,15.0 kilogram,No match found
71BiVbuyXYL.jpg,item_weight,2.0 ounce,No match found
91+tGTVrdKL.jpg,item_weight,600.0 gram,No match found
91t7PPVdGCL.jpg,item_weight,600.0 gram,No match found
9104zYbkndL.jpg,item_weight,600.0 gram,No match found
61a9koe6-KL.jpg,item_weight,180.0 gram,200 G
71c11uDwQzL.jpg,item_weight,563.0 gram,No match found
715l5Koa3yL.jpg,item_weight,90.0 milligram,No match found
717NOhwpOdL.jpg,item_weight,20.0 gram,No match found
710mmppGjxL.jpg,item_weight,563.0 gram,No match found
71BRpb-gXfL.jpg,item_weight,563.0 gram,No match found
71EPE0wSdbL.jpg,item_weight,20.0 ounce,No match found
813OpmOYe4L.jpg,item_weight,198.0 gram,No match found
81940+4c1GL.jpg,item_weight,30.0 gram,No match found
71eBllTykHL.jpg,item_weight,30.0 gram,No match found
71yjttWcfCL.jpg,item_weight,525.0 gram,No match found
71RzdvhAmsL.jpg,item_weight,525.0 gram,No match found
71S6zr9oqyL.jpg,item_weight,525.0 gram,No match found
61rwfYKIROL.jpg,item_weight,9.0 ounce,No match found
61Jtmm2YrTL.jpg,item_weight,9.0 ounce,No match found
61+MxCZlePL.jpg,voltage,48.0 volt,No match found
51yfUJv1GuL.jpg,item_weight,400.0 milligram,400 m
81bncStX8VL.jpg,item_volume,16.0 fluid ounce,No match found
81E0ee1+vYL.jpg,item_volume,16.0 fluid ounce,No match found
71p4Wrw9aHL.jpg,item_volume,16.0 fluid ounce,No match found
71BgmMGgg5L.jpg,item_volume,16.0 fluid ounce,No match found
71ruKYocvFL.jpg,item_weight,30.0 gram,No match found
71sGR+aCsvL.jpg,item_weight,30.0 gram,No match found
71Ks+QACYHS.jpg,item_weight,265.0 gram,No match found
4109GKDQIvL.jpg,item_weight,270.0 gram,270g
71Vzo2Tm+xL.jpg,item_weight,20.0 gram,No match found
81FkXZu1JKL.jpg,item_weight,30.0 gram,No match found
41hERh6+QSL.jpg,maximum_weight_recommendation,100 kilogram,100kg
71p9NT6S+oL.jpg,maximum_weight_recommendation,100 kilogram,100kg
51ZDmYjBs5L.jpg,item_weight,80 gram,No match found
61nuiGZrPFL.jpg,item_weight,80 gram,No match found
61hPGjg3TIL.jpg,item_weight,80 gram,No match found
61dOx+t-eJL.jpg,item_weight,80 gram,No match found
71qpChRGMaL.jpg,item_weight,80 gram,No match found
819qumvzwjS.jpg,item_weight,2.2 pound,No match found
71DuSLNxwIL.jpg,item_weight,2.2 pound,No match found
718kf84KArL.jpg,item_weight,2.2 pound,No match found
61pPOSAjAVL.jpg,item_weight,2.2 pound,No match found
71fkFovzQzL.jpg,item_weight,1.0 ounce,No match found
71sWRJYeSQL.jpg,item_weight,0.93 kilogram,No match found
71A9Th6kL0L.jpg,wattage,65.0 watt,No match found
61-oywTTsiL.jpg,wattage,50.0 watt,No match found
61-oywTTsiL.jpg,voltage,220.0 volt,No match found
71b4qPxCyUL.jpg,wattage,100.0 watt,No match found
71FXzcQHjnL.jpg,voltage,110.0 volt,No match found
71DJWKsLDaL.jpg,voltage,110.0 volt,No match found
81hfpYrmMLL.jpg,item_weight,24.0 pound,No match found
717ZmdjecdL.jpg,voltage,1.5 volt,No match found
71EQ8sO8r6S.jpg,voltage,110.0 volt,No match found
51nd5k5TgfL.jpg,wattage,12.0 watt,No match found
718fQcag4xL.jpg,item_weight,290.0 gram,No match found
71HstDkDNTL.jpg,item_weight,150.0 gram,No match found
815hpJmgrHL.jpg,item_weight,3.5 ounce,No match found
71rmIhmXX+L.jpg,item_weight,3.5 ounce,No match found
819kGfWlbUL.jpg,item_weight,100 gram,No match found
616qG7gFubL.jpg,item_weight,10.0 gram,No match found
6193D7oZWcL.jpg,item_weight,11.0 gram,No match found
71mtYuOIMBL.jpg,item_weight,15.6 gram,15.6g
71A9ZQ-1GNL.jpg,item_weight,800.0 gram,No match found
51z0bDmdh8L.jpg,item_weight,1000 milligram,No match found
61xPV8oTd6L.jpg,item_weight,100 gram,No match found
71jLZc0dPWL.jpg,item_weight,58.2 gram,58.2g
71F8VoK83NL.jpg,item_weight,5.0 gram,No match found
61bWJv-62hL.jpg,item_weight,65.0 gram,No match found
51WwAHEvSDL.jpg,item_weight,33.0 gram,No match found
71j81jNs+5L.jpg,item_weight,1.0 ton,No match found
71rhdp9yCQL.jpg,item_weight,"[5.5, 10.0] kilogram",No match found
61CaXvWQZeL.jpg,item_volume,2.0 litre,No match found
71UxMILZyJL.jpg,wattage,550.0 watt,No match found
71aakaw+bTL.jpg,wattage,550.0 watt,No match found
41XKkkeQUDL.jpg,item_weight,7.5 gram,7.5g
71LM6gA-dsL.jpg,item_volume,250.0 millilitre,1100 ML
61JQQgD2p8L.jpg,item_weight,38.0 milligram,No match found
51cTANWXL6L.jpg,item_weight,7.9 gram,No match found
71taK37M3lL.jpg,item_weight,0.54 kilogram,0.54KG
51lStBIjePL.jpg,item_weight,60.0 kilogram,No match found
71pUtf3rnXL.jpg,item_volume,"[8.0, 12.0] fluid ounce",No match found
71td3KOAo2L.jpg,item_weight,1.06 ounce,No match found
61UzQObvTqL.jpg,item_weight,1.0 gram,No match found
715CxG8vSxL.jpg,item_weight,1.06 ounce,No match found
61GoGxVS9JL.jpg,item_weight,1.0 gram,No match found
61Eo6GyeDKL.jpg,item_weight,1.06 ounce,No match found
71hXBys4-SL.jpg,voltage,12.0 volt,No match found
61+1MMMsvOL.jpg,item_weight,150.0 kilogram,No match found
71hN2p-bpjL.jpg,item_weight,15.0 kilogram,No match found
816usm7CyPL.jpg,voltage,50.0 volt,No match found
81KFV4pDdTL.jpg,item_weight,600.0 gram,No match found
81dV4HO4lQL.jpg,item_weight,1.05 milligram,No match found
41PznKCmOrL.jpg,item_weight,350.0 milligram,No match found
61q0rCM4KdL.jpg,item_weight,1.0 pound,No match found
71sMbE7cO6L.jpg,item_weight,183.0 gram,183g
61RYSRNYnJL.jpg,item_weight,90.0 gram,No match found
61LxhHf5nIL.jpg,voltage,"[85.0, 265.0] volt",No match found
61A9pJH9ilL.jpg,wattage,15.0 watt,No match found
71Au8Ehc6jL.jpg,item_weight,38.6 pound,No match found
71IqvjUsIqL.jpg,item_weight,6.8 kilogram,No match found
71C1RWK1rjL.jpg,maximum_weight_recommendation,47.0 gram,No match found
711ec6tuvzL.jpg,item_volume,100.0 millilitre,No match found
913AUt2PsPL.jpg,item_weight,50.0 pound,No match found
51nUHNzp5oL.jpg,item_weight,0.5 kilogram,No match found
81RCFPY7VsS.jpg,item_weight,4.5 ounce,No match found
81kDrM1R4WS.jpg,item_weight,4.5 ounce,No match found
815ItNAU7kL.jpg,wattage,3.0 watt,No match found
61xl3yZFNcL.jpg,item_weight,1.76 ounce,No match found
51rSaUzVz0L.jpg,item_weight,19.0 gram,No match found
71x9bCkX5hL.jpg,item_weight,360.0 gram,No match found
7144gB89qRL.jpg,item_weight,850.0 milligram,No match found
81hBY4J5F3L.jpg,maximum_weight_recommendation,300 kilogram,No match found
61ftO4-wxrL.jpg,item_weight,0.73 kilogram,No match found
613ZVDSpFGL.jpg,item_weight,100 gram,100g
61byoKCmWJL.jpg,item_weight,200 gram,No match found
611JJkwrY5L.jpg,item_weight,200 gram,No match found
71QDwlpfc9L.jpg,item_weight,200 gram,No match found
712u4UJbFIL.jpg,item_weight,200 gram,No match found
611l4KG7muL.jpg,item_weight,200 gram,No match found
61nd13Zd6BL.jpg,item_weight,40 gram,No match found
61wmDXev4qL.jpg,item_weight,9.5 kilogram,No match found
61Cg064naiL.jpg,item_weight,15.0 gram,No match found
61fi6IcMppL.jpg,item_weight,15.0 gram,No match found
61hbJOaRvqL.jpg,item_weight,15.0 gram,No match found
61eT6zTdGhL.jpg,item_weight,6.0 gram,No match found
71cAfOKHunL.jpg,item_weight,17.0 gram,No match found
81dSfMazlTL.jpg,item_weight,10.0 gram,No match found
71enMPeUq5L.jpg,item_weight,20.0 gram,No match found
91UL92-HrbL.jpg,item_weight,300.0 pound,No match found
617S-axbZNL.jpg,item_weight,18.0 pound,No match found
71iBNn8Co2L.jpg,item_weight,200.0 milligram,200M
61PaUBfgeRL.jpg,item_weight,200.0 milligram,No match found
415gqGnlmwL.jpg,item_weight,1.0 ounce,No match found
617YML9KymL.jpg,item_weight,200.0 milligram,No match found
71vL1NCy0NL.jpg,item_weight,200.0 milligram,No match found
81YrKcT8vFL.jpg,item_weight,200.0 milligram,No match found
61bfNk2pvbL.jpg,maximum_weight_recommendation,3.0 ton,No match found
716HMKH-9KL.jpg,item_weight,100.0 microgram,100 m
81j2GiZV-IL.jpg,item_weight,20.0 pound,No match found
41aQ2qyc6pL.jpg,item_weight,3.5 gram,No match found
61MhTGvnoqL.jpg,item_weight,80.0 gram,No match found
51meZFN7UIL.jpg,item_weight,1.7 kilogram,No match found
71I3totusDL.jpg,item_volume,500.0 millilitre,No match found
61vmYDOez4L.jpg,maximum_weight_recommendation,0.15 kilogram,No match found
61vmYDOez4L.jpg,item_weight,0.15 kilogram,No match found
51lCCgdmQ+L.jpg,voltage,7.4 volt,No match found
513CiQIuuLL.jpg,voltage,7.4 volt,No match found
513X5hxF1+L.jpg,voltage,7.4 volt,No match found
51FLqJLAVpL.jpg,voltage,7.4 volt,No match found
51UT6HgeglL.jpg,voltage,7.4 volt,No match found
71xAtIxDbUL.jpg,item_weight,210.0 gram,No match found
81xwDfspTGL.jpg,item_weight,290.0 gram,No match found
618o4+fKHbL.jpg,item_weight,74.0 gram,No match found
51-fpvYU3qL.jpg,item_weight,620.0 gram,620g
51m2--S90qL.jpg,item_weight,6.0 gram,No match found
71m9SCnmfQL.jpg,voltage,48.0 volt,No match found
71wBB4VklwL.jpg,item_weight,5.0 pound,No match found
51P75nDTtXL.jpg,item_weight,360.0 gram,No match found
81+a+qSJQzL.jpg,item_weight,500.0 gram,No match found
81XuXSLSA5L.jpg,item_weight,500.0 gram,No match found
31bhp-kEEEL.jpg,item_weight,500.0 gram,No match found
51YM+XNR14L.jpg,item_weight,100.0 gram,100g
71oElnCL8CL.jpg,wattage,750.0 watt,No match found
61y0I17Hp+S.jpg,item_weight,150 gram,No match found
81Nhv4SMPbL.jpg,item_weight,850 gram,850 Gram
61rZdpbCqwL.jpg,item_weight,23.49 kilogram,No match found
71MHA0Z3qFL.jpg,item_weight,4.4 gram,No match found
51g1bUR4zYL.jpg,item_weight,200 gram,No match found
81ifC+wDasL.jpg,maximum_weight_recommendation,9 kilogram to 18 kilogram,No match found
610-OJ2MbtL.jpg,item_weight,198 gram,No match found
71QS1q8LeOL.jpg,item_weight,18 kilogram,18 kg
71QS1q8LeOL.jpg,maximum_weight_recommendation,50 kilogram,50 kg
81EjieCoRQL.jpg,maximum_weight_recommendation,2 kilogram,No match found
713AO3diVNL.jpg,item_weight,340.0 gram,No match found
61vZ2eyQ3hL.jpg,item_weight,12.3 gram,12.3g
71zX7aMsdyL.jpg,item_weight,108.0 pound,No match found
61iZ2CfgOoL.jpg,item_weight,7.1 gram,No match found
71Hs1vDAT8L.jpg,item_weight,120.0 gram,No match found
61AtNtWwrAL.jpg,item_weight,9.6 gram,9.6g
4187Q95RIRL.jpg,item_weight,6.5 gram,No match found
61ylRv-DyCS.jpg,item_weight,50.0 gram,50 GRAM
61T-Saub0eL.jpg,item_weight,7.0 gram,No match found
71cl-wvluOL.jpg,item_weight,260.0 gram,No match found
61Xx6rOG+xL.jpg,item_weight,85.0 ton,No match found
81KBBxuMneL.jpg,item_weight,5000.0 microgram,5000 M
51xivvqZE4L.jpg,item_weight,"[0.0, 1.5] kilogram",No match found
71xuICsqTzL.jpg,item_weight,5.1 kilogram,No match found
81HlcwuYuYL.jpg,item_weight,200 gram,200g
81+Y9iExgnL.jpg,maximum_weight_recommendation,400 pound,No match found
71eQxSuDB7L.jpg,item_weight,4.0 pound,No match found
61pBhQiHhyL.jpg,maximum_weight_recommendation,150 pound,50 l
810akZL5VSL.jpg,item_weight,71788.0 ton,No match found
71l2wDHI86L.jpg,item_weight,2.0 gram,No match found
81z035aaQbL.jpg,item_weight,320.0 gram,No match found
61pGLV+S94L.jpg,item_weight,8.5 gram,8.5g
71WkYe-8LNL.jpg,item_weight,4.2 kilogram,No match found
51R2np4lzGL.jpg,item_weight,5.0 gram,No match found
61m3pGYsORL.jpg,item_weight,400.0 gram,400g
71AyTdm6J1L.jpg,item_weight,2.8 gram,2.8g
61e2JhqSyxL.jpg,item_weight,0.25 kilogram,No match found
61oc9DBBrKL.jpg,maximum_weight_recommendation,60 kilogram,No match found
715NEyBLKUL.jpg,maximum_weight_recommendation,30 kilogram,No match found
411Zo6F-xgL.jpg,item_volume,200.0 millilitre,200 m
61dOt6PmOpL.jpg,voltage,"[110.0, 240.0] volt",No match found
81LiaoHr1yL.jpg,item_weight,18.0 gram,No match found
